gene,chromosome,start,end,band,length,type
GOLGA6L7P,chr15,29087381,29093821,15q,6440,NA
RAB34,chr17,27041299,27045447,17q,4148,protein-coding
C11orf71,chr11,114262165,114271139,11q,8974,NA
CSF3,chr17,38171614,38174066,17q,2452,protein-coding
ACVR1,chr2,158592958,158732374,2q,139416,protein-coding
FAM160B2,chr8,21946670,21962409,8p,15739,NA
MSMB,chr10,51549498,51562517,10q,13019,protein-coding
FBXO47,chr17,37092685,37123655,17q,30970,protein-coding
SASH3,chrX,128913955,128929177,Xq,15222,protein-coding
INHBC,chr12,57828543,57844611,12q,16068,protein-coding
UQCRFS1,chr19,29698173,29704448,19q,6275,protein-coding
CCL19,chr9,34689564,34691274,9p,1710,protein-coding
MIR657,chr17,79099076,79099173,17q,97,NA
MIR3065,chr17,79099677,79099755,17q,78,NA
MIR338,chr17,79099677,79099755,17q,78,NA
TUBBP8,chr15,29904774,29906478,15q,1704,pseudogene
RBM7,chr11,114270752,114284925,11q,14173,protein-coding
MIR1250,chr17,79106996,79107108,17q,112,NA
TMCO5A,chr15,38214140,38259925,15q,45785,protein-coding
VSTM2B,chr19,30017406,30055386,19q,37980,protein-coding
C4orf19,chr4,37455563,37625117,4p,169554,NA
AATK-AS1,chr17,79139307,79156964,17q,17657,NA
RFX5,chr1,151313116,151319833,1q,6717,protein-coding
RNF144A,chr2,7057523,7208417,2p,150894,protein-coding
HMGN2P5,chr15,30022917,30023189,15q,272,pseudogene
BCAT2,chr19,49298319,49314286,19q,15967,protein-coding
USH2A,chr1,215796236,216596738,1q,800502,protein-coding
ISX,chr22,35462129,35483380,22q,21251,protein-coding
LINC00482,chr17,79277571,79283048,17q,5477,ncRNA
RELL1,chr4,37592422,37687998,4p,95576,protein-coding
OTC,chrX,38211798,38280703,Xp,68905,protein-coding
RN7SL673P,chr15,30383854,30384132,15q,278,pseudogene
DNM1P28,chr15,30391029,30394296,15q,3267,pseudogene
POP4,chr19,30094924,30108144,19q,13220,protein-coding
SFTA3,chr14,36942493,36983034,14q,40541,unknown
CCL21,chr9,34709002,34710121,9p,1119,protein-coding
TM4SF5,chr17,4675179,4686506,17p,11327,protein-coding
ULK4P3,chr15,30395923,30423960,15q,28037,pseudogene
FAM196A,chr10,128933694,128994422,10q,60728,NA
RBKS,chr2,28004231,28113965,2p,109734,protein-coding
CCNH,chr5,86687311,86708836,5q,21525,protein-coding
PLA1A,chr3,119316689,119348658,3q,31969,protein-coding
PRY,chrY,24636544,24660784,Yq,24240,protein-coding
ARL14EPL,chr5,115387163,115395815,5q,8652,protein-coding
APOOL,chrX,84258832,84343069,Xq,84237,protein-coding
KLC3,chr19,45836692,45854778,19q,18086,protein-coding
GPR151,chr5,145892666,145895753,5q,3087,protein-coding
HMGXB4,chr22,35653445,35691800,22q,38355,protein-coding
ACSL1,chr4,185676749,185747972,4q,71223,protein-coding
RN7SL373P,chr10,70725772,70726075,10q,303,NA
PCTP,chr17,53828340,53920191,17q,91851,protein-coding
MED28P1,chr10,70750893,70751463,10q,570,pseudogene
FAM205A,chr9,34723052,34729464,9p,6412,protein-coding
INHBE,chr12,57846106,57853063,12q,6957,protein-coding
ACTBP14,chr10,70782534,70783622,10q,1088,pseudogene
RN7SL469P,chr15,30435925,30436203,15q,278,pseudogene
MICAL1,chr6,109765265,109787171,6q,21906,protein-coding
VMO1,chr17,4688580,4689728,17p,1148,protein-coding
DNM1P30,chr15,30443075,30445612,15q,2537,pseudogene
FADS1,chr11,61567099,61596790,11q,29691,protein-coding
FBXL15,chr10,104178946,104182893,10q,3947,protein-coding
C12orf79,chr12,92378756,92536690,12q,157934,NA
TSPAN7,chrX,38420623,38548169,Xp,127546,protein-coding
COMMD10,chr5,115420688,115748459,5q,327771,protein-coding
COX19,chr7,938415,1015235,7p,76820,protein-coding
RN7SKP21,chr14,36700761,36700980,14q,219,pseudogene
MAN1C1,chr1,25943959,26112698,1p,168739,protein-coding
DPPA3P2,chr14,36840370,36841588,14q,1218,pseudogene
OSBPL6,chr2,179059208,179264160,2q,204952,protein-coding
RNU6-17P,chr15,30546605,30546711,15q,106,pseudogene
KIAA1045,chr9,34957484,34982541,9p,25057,NA
FBRS,chr16,30669752,30682135,16p,12383,protein-coding
NUDT8,chr11,67395409,67397401,11q,1992,protein-coding
CCNE2,chr8,95891998,95908906,8q,16908,protein-coding
NDUFV3,chr21,44299754,44333414,21q,33660,protein-coding
GLTPD2,chr17,4692254,4693685,17p,1431,protein-coding
TP53I13,chr17,27893070,27900175,17q,7105,protein-coding
C3orf20,chr3,14716606,14814541,3p,97935,NA
IGSF11-AS1,chr3,118661920,118667088,3q,5168,ncRNA
RN7SL196P,chr15,30697514,30697792,15q,278,pseudogene
MIR29B1,chr7,130561495,130598069,7q,36574,NA
MIR29A,chr7,130561495,130598069,7q,36574,NA
PSMB6,chr17,4699439,4701790,17p,2351,protein-coding
B4GALT4-AS1,chr3,118945333,119009513,3q,64180,ncRNA
TBX10,chr11,67398774,67407031,11q,8257,protein-coding
ANKRD23,chr2,97490263,97523671,2q,33408,protein-coding
BCL2L11,chr2,111876955,111926024,2q,49069,protein-coding
RAB26,chr16,2190804,2204166,16p,13362,protein-coding
C7orf55-LUC7L2,chr7,139025105,139108198,7q,83093,NA
C12orf80,chr12,52599368,52604639,12q,5271,NA
PPP2R2B,chr5,145967936,146464347,5q,496411,protein-coding
PGM2,chr4,37828255,37864558,4p,36303,protein-coding
SALL4,chr20,50400581,50419059,20q,18478,protein-coding
MROH7-TTC4,chr1,55107459,55207981,1p,100522,other
ACY3,chr11,67410026,67418130,11q,8104,protein-coding
IQSEC2,chrX,53262058,53350522,Xp,88464,protein-coding
KDM5A,chr12,389295,498620,12p,109325,protein-coding
ARL6IP5,chr3,69134095,69155217,3p,21122,protein-coding
TEX264,chr3,51696709,51738339,3p,41630,protein-coding
MID1IP1,chrX,38660685,38665790,Xp,5105,protein-coding
INPP1,chr2,191208196,191236391,2q,28195,protein-coding
OTOG,chr11,17568920,17668697,11p,99777,protein-coding
ADTRP,chr6,11712287,11807279,6p,94992,protein-coding
RPS26P21,chr3,119017512,119017859,3q,347,pseudogene
ARHGAP31-AS1,chr3,119033140,119041607,3q,8467,ncRNA
RNU6-1127P,chr3,119060681,119060787,3q,106,pseudogene
CCDC42,chr17,8633252,8648537,17p,15285,protein-coding
CRISP3,chr6,49695097,49712150,6p,17053,protein-coding
DNAJB5,chr9,34989638,34998897,9p,9259,protein-coding
PHBP8,chr3,119510676,119511400,3q,724,NA
RNU6-1178P,chr17,20797845,20797951,17p,106,pseudogene
RNASEH1P1,chr17,20805252,20805993,17p,741,pseudogene
PKNOX1,chr21,44394620,44453691,21q,59071,protein-coding
RN7SL796P,chr15,30852855,30853133,15q,278,pseudogene
WDR66,chr12,122355768,122441833,12q,86065,NA
S1PR2,chr19,10334520,10341948,19p,7428,protein-coding
DNM1P50,chr15,30860025,30863292,15q,3267,pseudogene
ALDH3B2,chr11,67429633,67448671,11q,19038,protein-coding
BDP1,chr5,70751442,70863649,5q,112207,protein-coding
ULK4P2,chr15,30864941,30892918,15q,27977,pseudogene
AOX1,chr2,201450591,201541787,2q,91196,protein-coding
RN7SL426P,chr17,21132649,21132941,17p,292,pseudogene
TTC4,chr1,55181495,55208330,1p,26835,protein-coding
GLI1,chr12,57853918,57866045,12q,12127,protein-coding
CAV2,chr7,115927434,116148595,7q,221161,protein-coding
MRPL42P6,chr3,151193592,151193962,3q,370,pseudogene
PDLIM1P2,chr17,21348145,21348751,17p,606,pseudogene
DTNB,chr2,25600067,25896503,2p,296436,protein-coding
GNAT3,chr7,80087987,80141336,7q,53349,protein-coding
MIR5186,chr3,151283664,151283783,3q,119,NA
PLEKHG4B,chr5,140373,190085,5p,49712,protein-coding
REXO2,chr11,114310108,114321001,11q,10893,protein-coding
RPL21P120,chr17,21407884,21408385,17p,501,pseudogene
LPAR6,chr13,48963707,49018840,13q,55133,protein-coding
LINC00592,chr12,52604714,52617588,12q,12874,ncRNA
METTL7AP1,chr12,52622877,52623372,12q,495,pseudogene
RNU7-93P,chr14,36874419,36874479,14q,60,pseudogene
PRLHR,chr10,120352916,120355160,10q,2244,protein-coding
KRT121P,chr12,52644250,52652651,12q,8401,NA
MRPL4,chr19,10362577,10370721,19p,8144,protein-coding
DDX19B,chr16,70323566,70369186,16q,45620,protein-coding
PRPH2,chr6,42664340,42690312,6p,25972,protein-coding
NUDT18,chr8,21964383,21966932,8p,2549,protein-coding
PLD2,chr17,4710391,4726729,17p,16338,protein-coding
RNA5SP443,chr17,43404732,43404863,17q,131,pseudogene
RDH5,chr12,56114151,56118489,12q,4338,protein-coding
PLXDC1,chr17,37219556,37310647,17q,91091,protein-coding
SATL1,chrX,84347293,84364054,Xq,16761,protein-coding
ZDHHC9,chrX,128937264,128977885,Xq,40621,protein-coding
ERCC2,chr19,45853095,45874176,19q,21081,protein-coding
C10orf99,chr10,85933494,85945050,10q,11556,NA
MMP23B,chr1,1567474,1570639,1p,3165,protein-coding
SERPIND1,chr22,21128167,21142008,22q,13841,protein-coding
RN7SL730P,chr17,43547899,43548188,17q,289,NA
CACUL1,chr10,120433679,120514761,10q,81082,protein-coding
MBNL1-AS1,chr3,151980405,151987344,3q,6939,ncRNA
TRAF7,chr16,2205699,2228130,16p,22431,protein-coding
LRRC37A4P,chr17,43578685,43627701,17q,49016,pseudogene
C9orf131,chr9,35041092,35045988,9p,4896,NA
ELP2,chr18,33709407,33757909,18q,48502,protein-coding
HSD17B14,chr19,49316274,49339935,19q,23661,protein-coding
GBX1,chr7,150845676,150871832,7q,26156,protein-coding
FGD5,chr3,14860469,14975895,3p,115426,protein-coding
BPY2,chrY,25119966,25151612,Yq,31646,protein-coding
ATP5LP5,chr3,152518223,152518521,3q,298,NA
HMGN2P13,chr3,152785067,152785340,3q,273,pseudogene
ZFP64,chr20,50668202,50820847,20q,152645,protein-coding
RN7SL300P,chr3,152917491,152917806,3q,315,pseudogene
BCOR,chrX,39909068,40036582,Xp,127514,protein-coding
NKX2-1-AS1,chr14,36988483,36992221,14q,3738,ncRNA
SNAP29,chr22,21213271,21245506,22q,32235,protein-coding
SKP1,chr5,133484633,133512729,5q,28096,protein-coding
RCBTB2,chr13,49063095,49107369,13q,44274,protein-coding
HR,chr8,21971928,21990897,8p,18969,protein-coding
SPDYE4,chr17,8656424,8661877,17p,5453,protein-coding
PHKBP2,chr14,37002711,37003743,14q,1032,pseudogene
SEMA3C,chr7,80371854,80551675,7q,179821,protein-coding
AMELY,chrY,6733959,6742068,Yp,8109,protein-coding
ASB10,chr7,150872785,150884919,7q,12134,protein-coding
ZNF711,chrX,84498997,84528368,Xq,29371,protein-coding
PARS2,chr1,55222571,55230187,1p,7616,protein-coding
RPL29P3,chr14,37046748,37047210,14q,462,pseudogene
RNU6-901P,chr3,153189255,153189360,3q,105,pseudogene
RN7SKP257,chr14,37063044,37063352,14q,308,pseudogene
FAM78A,chr9,134133463,134151934,9q,18471,protein-coding
RN7SL762P,chr3,119829345,119829633,3q,288,pseudogene
RN7SL397P,chr3,119840756,119841051,3q,295,pseudogene
MIR4503,chr14,37421514,37421596,14q,82,NA
SLC25A47,chr14,100789674,100796715,14q,7041,protein-coding
RNU6-273P,chr14,37656424,37656519,14q,95,pseudogene
RNU6-886P,chr14,37903674,37903778,14q,104,pseudogene
ZNF773,chr19,58011283,58029772,19q,18489,protein-coding
TTC22,chr1,55245385,55266940,1p,21555,protein-coding
CDHR1,chr10,85954410,85979377,10q,24967,protein-coding
USP37,chr2,219314974,219433084,2q,118110,protein-coding
NCOA4,chr10,51565108,51590734,10q,25626,protein-coding
SLC5A7,chr2,108602979,108630450,2q,27471,protein-coding
PLEKHA4,chr19,49340354,49371889,19q,31535,protein-coding
SEMA6A,chr5,115779312,115910630,5q,131318,protein-coding
VCP,chr9,35056061,35073246,9p,17185,protein-coding
PPAPDC3,chr9,134165081,134184649,9q,19568,NA
NAP1L1P3,chr3,120524713,120525592,3q,879,pseudogene
ID2,chr2,8818975,8824583,2p,5608,protein-coding
RNA5SP389,chr14,107092677,107092791,14q,114,pseudogene
RNA5SP357,chr14,107092677,107092791,14q,114,pseudogene
IGHVII-60-1,chr14,107093723,107093978,14q,255,pseudogene
MIR5682,chr3,120768487,120768562,3q,75,NA
ESRRG,chr1,216676588,217311097,1q,634509,protein-coding
IGHV3-62,chr14,107099145,107099588,14q,443,pseudogene
CEP68,chr2,65283500,65314138,2p,30638,protein-coding
IGHVII-62-1,chr14,107106555,107106789,14q,234,pseudogene
ZNF549,chr19,58038693,58068910,19q,30217,protein-coding
IGHV3-63,chr14,107108252,107108696,14q,444,pseudogene
RPL7AP11,chr3,121212957,121213755,3q,798,pseudogene
SLC26A8,chr6,35911291,35992645,6p,81354,protein-coding
RN7SL172P,chr3,121372843,121373143,3q,300,pseudogene
IGHV3-65,chr14,107122108,107122548,14q,440,pseudogene
RNU4-62P,chr3,121374322,121374451,3q,129,pseudogene
IGHVII-65-1,chr14,107127813,107128060,14q,247,pseudogene
IGHV1-67,chr14,107136620,107137059,14q,439,pseudogene
SEPN1,chr1,26126667,26144713,1p,18046,NA
SLC20A1P1,chr14,107139412,107140367,14q,955,pseudogene
UNC93B1,chr11,67758575,67772452,11q,13877,protein-coding
LTBP1,chr2,33172039,33624576,2p,452537,protein-coding
MYL7,chr7,44178463,44180931,7p,2468,protein-coding
ACTR3C,chr7,149941005,150020814,7q,79809,protein-coding
POPDC2,chr3,119355304,119384171,3q,28867,protein-coding
PCYOX1,chr2,70484518,70508323,2p,23805,protein-coding
CRKL,chr22,21271714,21308037,22q,36323,protein-coding
C1orf177,chr1,55271736,55307925,1p,36189,NA
CD63,chr12,56119107,56123491,12q,4384,protein-coding
BRD8,chr5,137475455,137514675,5q,39220,protein-coding
ZNF550,chr19,58046625,58071231,19q,24606,protein-coding
POLE,chr12,133200348,133263951,12q,63603,protein-coding
TOM1,chr22,35695268,35743985,22q,48717,protein-coding
ABCF2,chr7,150904923,150924316,7q,19393,protein-coding
MIR4295,chr10,114393929,114394013,10q,84,NA
TLE3,chr15,70340129,70390515,15q,50386,protein-coding
SCARB2,chr4,77079890,77135046,4q,55156,protein-coding
TMEM161B,chr5,87485450,87565293,5q,79843,protein-coding
IGHVII-67-1,chr14,107142534,107142579,14q,45,pseudogene
IGHVIII-67-2,chr14,107143130,107143217,14q,87,pseudogene
DCHS1,chr11,6642556,6677085,11p,34529,protein-coding
WWC1,chr5,167718656,167899308,5q,180652,protein-coding
MFSD6L,chr17,8700436,8702667,17p,2231,protein-coding
MYL2,chr12,111348623,111358526,12q,9903,protein-coding
TBC1D1,chr4,37892708,38140796,4p,248088,protein-coding
PRRC2B,chr9,134269480,134375584,9q,106104,protein-coding
DGKQ,chr4,952675,980683,4p,28008,protein-coding
CASKIN1,chr16,2227184,2246526,16p,19342,protein-coding
CYSLTR2,chr13,49280951,49283498,13q,2547,protein-coding
NKX2-1,chr14,36985602,36990354,14q,4752,protein-coding
RN7SL628P,chr15,30904916,30905194,15q,278,pseudogene
DHCR24,chr1,55315306,55352891,1p,37585,protein-coding
CBS,chr21,44473301,44497053,21q,23752,protein-coding
CD300LB,chr17,72517313,72527613,17q,10300,protein-coding
GOLGA8UP,chr15,31083776,31094062,15q,10286,pseudogene
LMOD3,chr3,69156023,69172183,3p,16160,protein-coding
HNRNPA1P23,chr3,122036456,122037588,3q,1132,pseudogene
PIK3R5,chr17,8782233,8869029,17p,86796,protein-coding
MYOD1,chr11,17741115,17743678,11p,2563,protein-coding
ZMYND10-AS1,chr3,50378537,50383128,3p,4591,ncRNA
MRPL17,chr11,6702013,6704632,11p,2619,protein-coding
PZP,chr12,9301436,9360966,12p,59530,protein-coding
OR10C1,chr6,29407083,29408731,6p,1648,protein-coding
SRCAP,chr16,30709530,30755602,16p,46072,protein-coding
PHLPP1,chr18,60382672,60647666,18q,264994,protein-coding
RN7SL82P,chr15,31092352,31092630,15q,278,pseudogene
DLG5,chr10,79550549,79686378,10q,135829,protein-coding
CELF2,chr10,11047259,11378674,10p,331415,protein-coding
FADS3,chr11,61640991,61659523,11q,18532,protein-coding
EIF4BP8,chr3,122379460,122381285,3q,1825,pseudogene
HERC2P10,chr15,31107474,31136356,15q,28882,pseudogene
OR2H1,chr6,29424958,29432105,6p,7147,protein-coding
CUEDC2,chr10,104183002,104192418,10q,9416,protein-coding
KCNC1,chr11,17756359,17804602,11p,48243,protein-coding
ATP6AP2,chrX,40440146,40465889,Xp,25743,protein-coding
AIFM3,chr22,21319396,21335649,22q,16253,protein-coding
ATP5G1P7,chr10,71192728,71193127,10q,399,NA
CUX2,chr12,111471828,111788358,12q,316530,protein-coding
ALS2,chr2,202565277,202645912,2q,80635,protein-coding
EXOSC7,chr3,45016733,45077558,3p,60825,protein-coding
OR2AG2,chr11,6789218,6790286,11p,1068,protein-coding
TMEM256P1,chr10,71283067,71283406,10q,339,pseudogene
OR2AG1,chr11,6806248,6807245,11p,997,protein-coding
RNU6-466P,chr15,31248451,31248553,15q,102,pseudogene
PLEKHF1,chr19,30155963,30166364,19q,10401,protein-coding
OR6A2,chr11,6815756,6817128,11p,1372,protein-coding
MTFR1L,chr1,26145131,26159432,1p,14301,protein-coding
MIR211,chr15,31357235,31357344,15q,109,NA
TSHR,chr14,81421333,81612646,14q,191313,protein-coding
OR10A5,chr11,6866883,6867936,11p,1053,protein-coding
TRIM47,chr17,73870242,73874656,17q,4414,protein-coding
TMEM61,chr1,55446465,55457966,1p,11501,protein-coding
OR10A2,chr11,6890924,6891976,11p,1052,protein-coding
GPATCH2,chr1,217600334,217804424,1q,204090,protein-coding
UBE2CP4,chr15,31712331,31712865,15q,534,pseudogene
LINC-PINT,chr7,130626519,130794935,7q,168416,ncRNA
C19orf12,chr19,30191721,30206364,19q,14643,NA
LRRTM1,chr2,80515483,80531874,2p,16391,protein-coding
DAZ1,chrY,25275502,25345241,Yq,69739,protein-coding
BSND,chr1,55464606,55476556,1p,11950,protein-coding
RNU6-1277P,chr14,38297003,38297109,14q,106,pseudogene
LINC00517,chr14,38365265,38371577,14q,6312,ncRNA
FNDC3A,chr13,49550048,49783915,13q,233867,protein-coding
RN7SL739P,chr17,43603820,43604112,17q,292,NA
NR2C2,chr3,14989091,15095107,3p,106016,protein-coding
MAS1L,chr6,29454474,29455738,6p,1264,protein-coding
RNU6-18P,chr15,32576353,32576459,15q,106,pseudogene
PPP1R13L,chr19,45882892,45909607,19q,26715,protein-coding
DNM1P31,chr15,32677138,32679685,15q,2547,pseudogene
LUC7L2,chr7,139026106,139107345,7q,81239,protein-coding
RNA5SP131,chr3,50457212,50457330,3p,118,pseudogene
RBM22P3,chr7,56558375,56559328,7p,953,pseudogene
RN7SL185P,chr15,32686547,32686825,15q,278,pseudogene
TRIM65,chr17,73876416,73893084,17q,16668,protein-coding
NDUFAF6,chr8,95907995,96128683,8q,220688,protein-coding
SPRED1,chr15,38544527,38649450,15q,104923,protein-coding
KRT8P1,chr14,39196479,39197685,14q,1206,pseudogene
SMC1A,chrX,53401070,53449677,Xp,48607,protein-coding
BCL2,chr18,60790579,60987361,18q,196782,protein-coding
UQCC2,chr6,33662070,33679504,6p,17434,protein-coding
NMD3P2,chr7,56569977,56570737,7p,760,pseudogene
DND1P1,chr17,43663237,43664295,17q,1058,pseudogene
NKX2-8,chr14,37049784,37051812,14q,2028,protein-coding
UPP2,chr2,158733214,158992666,2q,259452,protein-coding
SERGEF,chr11,17809595,18034709,11p,225114,protein-coding
PCSK9,chr1,55505221,55530525,1p,25304,protein-coding
CDK11B,chr1,1570603,1590473,1p,19870,protein-coding
KLRG2,chr7,139137436,139168458,7q,31022,protein-coding
RPS26P8,chr17,43685909,43686349,17q,440,pseudogene
ULK4P1,chr15,32698798,32727193,15q,28395,pseudogene
RAB1A,chr2,65297835,65357240,2p,59405,protein-coding
SELENBP1,chr1,151336778,151345209,1q,8431,protein-coding
VN1R25P,chr7,56626914,56627651,7p,737,pseudogene
RPL21P42,chr3,153741624,153742087,3q,463,pseudogene
CRHR1-IT1,chr17,43697694,43725582,17q,27888,NA
SYCE1,chr10,135367404,135382876,10q,15472,protein-coding
UBD,chr6,29523292,29527702,6p,4410,protein-coding
SPATA17,chr1,217804666,218045038,1q,240372,protein-coding
PAX9,chr14,37126773,37148920,14q,22147,protein-coding
ANKFN1,chr17,54188319,54589020,17q,400701,protein-coding
CCNE1,chr19,30302805,30315215,19q,12410,protein-coding
LINC00639,chr14,39218545,39417477,14q,198932,ncRNA
MTND2P15,chr10,71353797,71354688,10q,891,pseudogene
TRIM60P16,chr7,56699432,56700420,7p,988,pseudogene
NCOR1P2,chr17,21536014,21544603,17p,8589,pseudogene
MTND1P20,chr10,71355243,71356192,10q,949,pseudogene
FAM98B,chr15,38746328,38779911,15q,33583,protein-coding
CAMK2D,chr4,114372188,114683083,4q,310895,protein-coding
FANCG,chr9,35073832,35080013,9p,6181,protein-coding
TSHZ2,chr20,51588946,52111869,20q,522923,protein-coding
NMUR1,chr2,232387871,232395206,2q,7335,protein-coding
CXorf38,chrX,40488285,40506819,Xp,18534,NA
TAC4,chr17,47915671,47925379,17q,9708,protein-coding
KDSR,chr18,60994959,61034743,18q,39784,protein-coding
OTOGL,chr12,80603233,80772870,12q,169637,protein-coding
ZNF416,chr19,58082934,58090295,19q,7361,protein-coding
FTLP13,chr17,21747827,21748211,17p,384,pseudogene
C2orf57,chr2,232457575,232458994,2q,1419,NA
IP6K3,chr6,33689444,33714762,6p,25318,protein-coding
BTBD16,chr10,124030821,124097677,10q,66856,protein-coding
GRM2,chr3,51741086,51752629,3p,11543,protein-coding
DNM1P32,chr15,32728704,32731968,15q,3264,pseudogene
MFAP4,chr17,19286755,19290553,17p,3798,protein-coding
RN7SL539P,chr15,32738879,32739157,15q,278,pseudogene
ZIK1,chr19,58089824,58105145,19q,15321,protein-coding
PMS2P9,chr7,76669261,76673093,7q,3832,pseudogene
MIR4787,chr3,50712511,50712594,3p,83,NA
NXPE1,chr11,114392437,114430617,11q,38180,protein-coding
RRP15,chr1,218458629,218511325,1q,52696,protein-coding
C17orf66,chr17,34181955,34195895,17q,13940,NA
ZNF652P1,chr3,50824105,50825716,3p,1611,pseudogene
KIDINS220,chr2,8865408,8977760,2p,112352,protein-coding
ARHGDIA,chr17,79825597,79829282,17q,3685,protein-coding
ST13P14,chr3,50914143,50915088,3p,945,pseudogene
PTMA,chr2,232571605,232578251,2q,6646,protein-coding
BCL7A,chr12,122457328,122499948,12q,42620,protein-coding
POF1B,chrX,84532402,84634748,Xq,102346,protein-coding
ZNF217,chr20,52183604,52226446,20q,42842,protein-coding
OR10A4,chr11,6897856,6898850,11p,994,protein-coding
FRMD4B,chr3,69219141,69591734,3p,372593,protein-coding
RNU6ATAC29P,chr3,51645454,51645578,3p,124,pseudogene
RNA5SP132,chr3,51728481,51728598,3p,117,pseudogene
OR2D2,chr11,6912721,6913830,11p,1109,protein-coding
GCK,chr7,44183872,44237769,7p,53897,protein-coding
ARHGEF26-AS1,chr3,153742190,153839121,3q,96931,ncRNA
IQCF6,chr3,51812580,51813009,3p,429,protein-coding
